"id","company","street","housenum","postalcode","city","country","notes"
465,Hilton Amsterdam Airport Schiphol,Schiphol Boulevard,"701","1118 BN",Schiphol,NL,"<html>
<head>
	<title></title>
</head>
<body>CONTRACT RATE 2021: BAR - 10%<br />
<br />
750761850 &ndash; Kuehne + Nagel 10% korting op BAR.<br />
&nbsp;<br />
Voor boekingen daar gewoon aangegeven bij Reservations team dat we onze contractprijs willen gebruiken, komt namelijk op hetzelfde neer allen is die dan wel commissionable.<br />
&nbsp;</body>
</html>
"
466,"","","","","","",""
467,Hilton Garden Inn Leiden,Willem Einthovenstraat,"3","2342 BH",Oegstgeest,NL,""
468,"","","","","","",""
469,"","","","","","",""
470,DoubleTree by Hilton Royal Parc Soestduinen,van Weerden Poelmanweg,"4 - 6","3768 MN",Soestduinen,NL,"<html>
<head>
	<title></title>
</head>
<body><b><span style=""font-size:13.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#09194e"">Ingmar Schimmel</span></span></span></b><br />
<b><i><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#09194e"">Group, Conference &amp; Events Planning Coordinator</span></span></i></b><br />
<span lang=""EN-US"" style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#09194e"">Direct </span></span><span lang=""EN-GB"" style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#09194e"">+31 35 603 8306 </span></span><span lang=""EN-US"" style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#09194e"">| E-mail <a href=""mailto:Ingmar.schimmel@hilton.com"">Ingmar.schimmel@hilton.com</a></span></span><br />
&nbsp;</body>
</html>
"
471,Weg bij het Hilton,"","","","","",""
472,DoubleTree by Hilton Cedar Rapids Convention Center,First Ave NE,"350",IA 52401,Cedar Rapids,US,"<html>
<head>
	<title></title>
</head>
<body><span lang=""en-us"" style=""font-size:11pt;"" xml:lang=""en-us""><span style=""font-family:Calibri, sans-serif;""><span style=""color:#1f497d;"">2024. The rate is $149 plus tax &ndash; so $171.6625 inclusive. USD 139 (USD 157.82 incl tax) for a 2 double bed room&nbsp;&nbsp;</span></span></span><strong>CXL = 48 uur</strong><br />
<br />
<span style=""text-decoration:line-through;"">2023:&nbsp;Contract rate $136,- | Groepen tellen niet mee voor productie | Geen LRA | Rate excl. state taxes &amp; destination fee.&nbsp;</span><br />
<br />
<span style=""text-decoration:line-through;""><span lang=""en-us"" style=""font-size:11pt;"" xml:lang=""en-us""><span style=""font-family:Calibri, sans-serif;""><span style=""color:#1f497d;"">Corporate Meeting Partner rate of $136 plus tax the inclusive rate per night is $154.46. So it would always be that times however many nights the guest is staying. These totals are for room &amp; tax only, so any breakfast charges would be added</span></span></span></span><br />
<br />
<span lang=""en-us"" style=""color:#1f497d;"" xml:lang=""en-us"">Our breakfast items are made to order at various prices I would say on average cost is $13 per person. Whatever the cost, it will be routed to the room and card on file. </span><br />
<br />
<br />
<br />
RESERVEREN VIA MAIL NAAR ASHLEY, ALS JE AANGEEFT DAT DEZELFDE KAART EINDIGEND OP 0639 GEBRUIKT MAG WORDEN KOMT HET IN ORDE.<br />
<br />
<br />
<br />
<br />
2022:&nbsp;Contract rate $130,- | Groepen tellen niet mee voor productie | Geen LRA | Rate excl. state taxes &amp; destination fee.&nbsp;<br />
<br />
RESERVEREN VIA MAIL NAAR ASHLEY, ALS JE AANGEEFT DAT DEZELFDE KAART EINDIGEND OP 6804 GEBRUIKT MAG WORDEN KOMT HET IN ORDE.<br />
<br />
<br />
2020: Contract rate $122,- | Groepen tellen niet mee voor productie | Geen LRA | Rate excl. state taxes &amp; destination fee</body>
</html>
"
473,"","","","","","",""
474,"","","","","","",""
475,Mercure Zwolle,Herstenbergweg,"1","8041 BA",Zwolle,NL,""
476,"","","","","","",""
477,"","","","","","",""
478,Ibis Styles Den Haag City Centre B.V.,Kerkplein,"3","2513 AZ",Den Haag,NL,"<html>
<head>
	<title></title>
</head>
<body>Altijd reserveren via mail of Telefoon, NIET VIA PORTAL ivm met lage commissie en hogere kosten voor hotel.<br />
<br />
Commissie 10% incl. ontbijt.</body>
</html>
"
479,"","","","","","",""
480,Mercure Amsterdam City,Joan Muyskenweg,"10","1096 CJ",Amsterdam,NL,""
481,"","","","","","",""
482,"","","","","","",""
483,Mercure Amsterdam West,Oude Haagseweg,"20","1066 BW",Amsterdam,NL,""
484,"","","","","","",""
485,"","","","","","",""
486,Mercure Hotel Amersfoort Centre,de Nieuwe Poort,"20","3812 PA",Amersfoort,NL,"<html>
<head>
	<title></title>
</head>
<body>Stadsbelasting Euro 2.40 p.p.p.n.</body>
</html>
"
487,"","","","","","",""
488,"","","","","","",""
489,"","","","","","",""
490,"","","","","","",""
491,Novotel Amsterdam City,Europaboulevard,"10","1083 AD",Amsterdam,NL,""
492,"","","","","","",""
493,"","","","","","",""
494,Novotel Den Haag City Centre,Hofweg,"5-7","2511 AA",Den Haag,NL,""
495,"","","","","","",""
496,"","","","","","",""
497,Ibis Amsterdam Centre Stopera,Valkenburgerstraat,"68","1011 LZ",Amsterdam,NL,""
498,"","","","","","",""
499,"","","","","","",""
500,Mercure Amsterdam Sloterdijk Station,Naritaweg,"1","1043 BP",Amsterdam,NL,""
501,"","","","","","",""
502,"","","","","","",""
503,Mercure Den Haag Central,Spui,"180","2511 BW",Den Haag,NL,""
504,"","","","","","",""
506,"","","","","","",""
507,Mercure Courchevel,Rue du Jardin Alpin,"410","73120",Courchevel 1850,FR,""
508,"","","","","","",""
509,Eden Locke,George Street,"127",EH2 4JN,Edinburgh,GB,""
510,"","","","","","",""
511,"","","","","","",""
512,Bilderberg Europa Hotel Scheveningen,Zwolsestraat,"2","2587 VJ",Den Haag,NL,"Contractprijzen: Comfort room, single use: E129,- | Deluxe room, sinle use E 139,- | 10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering"
513,"","","","","","",""
514,Bilderberg Garden Hotel Amsterdam,Dijsselhofplantsoen,"7","1077 BJ",Amsterdam,NL,"10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20"
515,"","","","","","",""
516,"","","","","","",""
517,"","","","","","",""
518,Bilderberg Grand Hotel Wientjes,Stationsweg,"7","8011 CZ",Zwolle,NL,"10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20"
519,"","","","","","",""
520,Hotel De Bilderberg,Utrechtseweg,"261","6862 AK",Oosterbeek,NL,"10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20"
521,"","","","","","",""
522,Bilderberg Hotel Jan Luyken,Jan Luijkenstraat,"58","1071 CS",Amsterdam,NL,"10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20"
523,"","","","","","",""
524,Bilderberg Hotel 'T Speulderbos,Speulderbosweg,"54","3886 AP",Garderen,NL,"10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20"
525,"","","","","","",""
526,Bilderberg Parkhotel Rotterdam,Westersingel,"70","3015 LB",Rotterdam,NL,"<html>
<head>
	<title></title>
</head>
<body>10% commissie op gerealiseerde business arrangementen ex ontbijt | 5% Commissie no-show/late annulering | Contract tot 31.12.20</body>
</html>
"
527,"","","","","","",""
528,"","","","","","",""
529,Bilderberg Résidence Groot Heideborgh,Hoogesteeg,"50","3886 MA",Garderen,NL,"10% commissie op gerealiseerde business arrangementen | 5% Commissie no-show/late annulering | Contract tot 31.12.20"
530,"","","","","","",""
531,Carlton Ambassador Hotel,Sophialaan,"2","2514 JP",Den Haag,NL,"<html>
<head>
	<title></title>
</head>
<body>Contract afspraken, 2022<br />
Commissie en room rates.<br />
142,00 in/ex Classic room<br />
167,- in/ex Royal room<br />
217,- in/ex Residence room<br />
Citytax 5,35 p.p.p.n.<br />
Toeslag double use 19,50 p.n.<br />
<br />
Commissie 10% over room &amp; ontbijt</body>
</html>
"
532,"","","","","","",""
533,"","","","","","",""
534,"","","","","","",""
535,"","","","","","",""
536,Carlton President Utrecht,Floraweg,"25","3542 DX",Utrecht,NL,"<html>
<head>
	<title></title>
</head>
<body>2023: 10% korting BAR &amp; 10% commissie<br />
<br />
Contract afspraken, Commissie en room rates. 125,00 in/ex Standaard room, 132,50 in/ex Premium room, 145,- in/ex Delxue room.</body>
</html>
"
537,"","","","","","",""
538,"","","","","","",""
539,"","","","","","",""
540,"","","","","","",""
541,Carlton Beach Scheveningen,Gevers Deynootweg,"201","2586 HZ",Scheveningen,NL,"Refereren aan contract Ambassador, krijgen vaak dezelfde tarieven"
542,"","","","","","",""
543,"","","","","","",""
544,Market Street Edinburgh,Market Street,"6",EH1 1DE,Edinburgh,GB,"Only Carlton in the UK, Good subsitute for Marriott Edinburgh"
545,"","","","","","",""
546,Ibis Leiden,Stationsplein,"240 - 242","2312 AR",Leiden,NL,"<html>
<head>
	<title></title>
</head>
<body>Individuele overnachtingen nooit via AccorTravelpro boeken<br />
IMPORTANT!!<br />
<br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Ik heb hier intern vermeld dat er geen eind datum was afgesproken wat betreft het krediet, daar we altijd goed en leuk contact hebben gehad.<u5:p></u5:p></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Dit betekend dat jullie het krediet nu kunnen gebruiken tot <span style=""background:yellow"">eind 2022.</span><u5:p></u5:p></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><u5:p>&nbsp;</u5:p></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Wij zullen de reserveringen in ons hotel inboeken op basis van beschikbaarheid, het krediet kan niet gebruikt worden voor groepsreserveringen. Alleen individueel en op basis van beschikbaarheid.<u5:p></u5:p></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Wij zullen de reserveringen in een Excel bestand bijhouden, tevens ook het resterende openstaande bedrag wat nog gebruikt kan worden.<u5:p></u5:p></span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">De boekingen zullen dus op &lsquo;&rsquo;complimentary&rsquo;&rsquo; afgeslagen worden in ons systeem. En niet als zijnde factuur aan jullie, dit omdat het bedrag &euro; 4627.25 als omzet in 2020 is afgeslagen.<u5:p></u5:p></span></span><br />
&nbsp;</body>
</html>
"
